id,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
6u3CPnFMKANYgfdiifFOiJ,"Brent Faiyaz, Dahi, Tyler, The Creator","GRAVITY (FEAT. TYLER, THE CREATOR)",Lost Kids,C#/Db,Minor,4 beats,0.539,0.615,0.252,0.173,0.0056,0.144,0.493,-8.746,163.924,214693,1,5136895
6u7gmPOz7pzzaeR9xSBpsR,Ariana Grande,my hair,Republic Records,C,Major,4 beats,0.686,0.526,0.0374,0.0815,7.75e-06,0.144,0.372,-6.842,92.013,158436,2,15925506
6u7jPi22kF8CTQ3rb9DHE7,"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,Columbia,F#/Gb,Major,4 beats,0.878,0.619,0.102,0.0533,0.0,0.113,0.639,-5.56,136.041,157067,16,520743203
6uAFJ75WDAoAPyCWJAtvks,Dua Lipa,Good In Bed,Warner Records,F,Major,4 beats,0.68,0.701,0.0917,0.138,0.000191,0.168,0.649,-5.001,94.06,218754,1,6802068
6uAm7pG66O1XesXS9bpHSF,"Lizzo, Ariana Grande",Good as Hell,Warner Music Group - X5 Music Group,C,Minor,4 beats,0.684,0.905,0.0765,0.285,0.0,0.525,0.492,-3.187,95.985,159011,6,40978627
6uFn47ACjqYkc0jADwEdj1,"Polo G, Lil Tjay",Pop Out (feat. Lil Tjay),Columbia,C#/Db,Major,4 beats,0.772,0.639,0.467,0.15,0.0,0.0698,0.261,-7.119,168.112,166560,30,158864435
6uFsE1JgZ20EXyU0JQZbUR,Taylor Swift,Look What You Made Me Do,"Big Machine Records, LLC",A,Minor,4 beats,0.773,0.68,0.141,0.213,1.57e-05,0.122,0.497,-6.378,128.062,211859,14,259018256
6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records - Rancho Humilde,A#/Bb,Minor,3 beats,0.808,0.944,0.0408,0.183,1.11e-06,0.138,0.937,-4.863,124.934,191467,28,492208947
6uJONCdr2rC65BNmCnTBWK,"JACKBOYS, Sheck Wes",GANG GANG,Cactus Jack/Epic,G,Minor,4 beats,0.859,0.6,0.301,0.071,0.0,0.353,0.568,-4.63,123.017,244761,2,17383097
6uJwPeBGb3swi85TSr9iIz,"Coldplay, Big Sean",Miracles (Someone Special),Parlophone UK,F#/Gb,Major,4 beats,0.624,0.824,0.0445,0.0167,0.00029,0.138,0.366,-5.501,97.012,276907,1,4765125
6uTPA1xlcsk6dbchB2dhzl,"TOMORROW X TOGETHER, Anitta",Back for More (with Anitta),Republic Records - TXT,E,Minor,4 beats,0.785,0.897,0.158,0.0452,0.0,0.222,0.891,-3.447,115.916,131038,1,9724598
6uTPdRrEDeH8Fyg5L5qmeU,Flo Milli,Never Lose Me,'94 Sounds/RCA Records,C#/Db,Major,4 beats,0.781,0.567,0.0969,0.0504,0.0,0.0981,0.0743,-7.857,121.964,125902,9,141827657
6uYgCE2OEulOw5zhHvZsHf,Trippie Redd,Love Me More,"TenThousand Projects, LLC",A#/Bb,Major,4 beats,0.638,0.539,0.0504,0.22,0.0,0.241,0.247,-5.853,83.381,143713,2,5675358
6ucmgsair6pvRYfwgvI6e0,Beyoncé,"SPIRIT - From Disney's ""The Lion King""",Parkwood Entertainment/Columbia,F,Major,4 beats,0.238,0.435,0.0497,0.00956,0.0,0.0981,0.0447,-8.096,78.797,277030,2,4956421
6ufcuVInt0ocHrUimDjGlb,Beyoncé,PLASTIC OFF THE SOFA,Parkwood Entertainment/Columbia,C#/Db,Major,4 beats,0.618,0.712,0.114,0.14,4.53e-06,0.575,0.305,-8.246,97.057,254319,1,8618116
6ug9fUi5oLLgQgOF1G8WkM,Lil Baby,California Breeze,Quality Control Music/Motown Records,F,Minor,4 beats,0.738,0.666,0.455,0.00361,0.0,0.107,0.215,-6.97,161.734,177789,1,8207979
6unndO70DvZfnXYcYQMyQJ,Labrinth,Never Felt So Alone,Columbia,F,Major,3 beats,0.436,0.409,0.0533,0.499,0.000166,0.38,0.363,-4.438,98.357,160166,7,38274648
6uqyE384HDSsuwpoF4mjrL,Billie Eilish,NDA,Darkroom/Interscope Records,G#/Ab,Major,4 beats,0.765,0.373,0.0713,0.329,0.541,0.112,0.59,-9.915,85.015,195777,3,41669019
6urLjX35oXXRYtcH1b3dCh,"Huncho Jack, Travis Scott, Quavo, Offset",Dubai Shit,Quality Control Music - Epic,F,Minor,4 beats,0.774,0.529,0.0532,0.0674,0.0,0.0814,0.227,-4.479,138.072,228431,3,13265921
6uvMKqNlrSvcC4NaKnrwjZ,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Atlantic Records UK,B,Minor,4 beats,0.883,0.674,0.357,0.21,0.0,0.0678,0.73,-8.043,141.02,278085,12,131383409
6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,Matilda,Columbia,D,Major,4 beats,0.507,0.294,0.04,0.896,1.97e-05,0.0966,0.386,-10.0,114.199,245964,16,167608632
6v0UJD4a2FtleHeSYVX02A,Adele,I Drink Wine,Columbia,A#/Bb,Major,4 beats,0.437,0.565,0.0466,0.697,0.0,0.119,0.306,-5.596,115.389,376169,3,38781657
6v0lAdFF4haL8xjBIUjtOw,"Nicky Jam, Ozuna",Te Robaré,Sony Music Latin,D,Minor,4 beats,0.673,0.752,0.0561,0.241,4.51e-05,0.0813,0.797,-3.572,175.997,201818,31,288089804
6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,A,Minor,4 beats,0.759,0.548,0.029,0.0392,0.0,0.0828,0.749,-6.049,116.967,190800,146,1754313045
6vB8bdQCCTDDIH8fhRfuXA,Juice WRLD,734,Grade A Productions/Interscope Records,D,Minor,4 beats,0.635,0.554,0.0343,0.134,0.0,0.116,0.315,-3.975,156.822,196147,1,5368759
6vBdBCoOhKHiYDDOcorfNo,"Post Malone, Young Thug",Goodbyes (feat. Young Thug),Republic Records,F,Major,4 beats,0.58,0.653,0.0745,0.447,0.0,0.111,0.175,-3.818,150.231,174960,47,654675084
6vBgJ1SLmpB4VMcEVy1ovL,"Joakim Lundell, Arrhult",All I Need,Ninetone Records,C#/Db,Major,4 beats,0.698,0.833,0.347,0.491,0.0,0.106,0.473,-4.868,94.99,184000,1,3125372
6vFsBXYczYsP0H3lgunZOm,Beach Bunny,Cloud 9,Mom+Pop,E,Major,4 beats,0.637,0.929,0.0491,0.00167,2.62e-05,0.344,0.902,-3.593,80.974,147351,9,55400598
6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",F,Minor,4 beats,0.963,0.346,0.53,0.0355,0.0,0.108,0.562,-9.309,119.957,142273,35,285945126
6vSwxzO2Qf4BinHSXRwZJe,Ed Sheeran,Tenerife Sea,Atlantic Records UK,G#/Ab,Major,4 beats,0.53,0.346,0.0376,0.697,1.07e-05,0.105,0.359,-10.497,121.876,241347,2,6317016
6vWEAOUSxohKxhp0K1BsxL,"YNW Melly, Kanye West",Mixed Personalities (feat. Kanye West),P2019,D,Major,4 beats,0.661,0.44,0.0803,0.457,0.0,0.128,0.352,-9.104,149.937,230400,17,113541444
6vjymPak0JRQC2P84XlI9t,Miley Cyrus,Unholy,RCA/Legacy,E,Minor,4 beats,0.824,0.534,0.0363,0.0357,3.62e-06,0.0877,0.206,-4.679,141.983,130187,1,5136834
6vnfObZ4Ys70SBAtti1xZ9,Travis Scott,COFFEE BEAN,Cactus Jack / Epic,F,Minor,4 beats,0.81,0.582,0.125,0.0862,0.00681,0.207,0.503,-5.098,95.004,209116,1,8175977
6vsV4D8BM6PioRr1UOx0n2,Billie Eilish,you should see me in a crown,Darkroom/Interscope Records,C#/Db,Minor,4 beats,0.697,0.552,0.196,0.479,0.127,0.147,0.278,-10.271,75.235,180567,9,49337859
6vxU64pcIuQ38O015Zy4qj,Lil Uzi Vert,Homecoming,Generation Now/Atlantic,A,Major,4 beats,0.929,0.563,0.49,0.000592,0.0,0.244,0.353,-7.428,129.957,213885,2,17057168
6w8ZPYdnGajyfPddTWdthN,Adele,Can I Get It,Columbia,A,Minor,4 beats,0.703,0.68,0.0431,0.0171,0.0,0.178,0.536,-6.118,97.985,210384,4,48122270
6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,F,Minor,3 beats,0.729,0.513,0.0455,0.494,1.1e-06,0.137,0.789,-6.345,170.064,192353,19,168458417
6wJYhPfqk3KGhHRG76WzOh,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,C,Major,4 beats,0.774,0.554,0.0383,0.207,0.0,0.132,0.349,-7.909,99.034,162547,2,24274968
6wQlQrTY5mVS8EGaFZVwVF,"Juice WRLD, The Weeknd",Smile (with The Weeknd),Grade A Productions/Interscope Records,F#/Gb,Minor,4 beats,0.694,0.685,0.133,0.224,0.0,0.124,0.306,-6.535,158.831,196180,16,159074214
6wV12xIUb8oFY7lBy4KuQe,Aaron Carter,Sooner Or Later,Z Entertainment/Sony Music,F,Minor,4 beats,0.737,0.729,0.0354,0.127,2.16e-05,0.077,0.436,-6.817,111.937,212564,9,39089078
6wWaVoUOzLQJHd3bWAUpdZ,"Lil Baby, Gunna, Drake","Never Recover (Lil Baby & Gunna, Drake)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",C#/Db,Minor,4 beats,0.753,0.686,0.284,0.0677,0.0,0.193,0.886,-5.415,132.055,194732,14,95283224
6wbDn8NI3ygkOeDJiS0ASi,Sefo,Bilmem Mi?,3TR6AP2,D#/Eb,Minor,4 beats,0.749,0.718,0.0603,0.691,0.0,0.117,0.425,-6.096,89.986,186707,4,25854909
6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,C,Major,4 beats,0.444,0.0911,0.0307,0.959,1.05e-06,0.098,0.142,-17.665,78.403,222370,35,692575781
6wmAHw1szh5RCKSRjiXhPe,Charlie Puth,How Long,Artist Partner,C#/Db,Minor,4 beats,0.845,0.561,0.0778,0.211,3.49e-06,0.0383,0.811,-5.253,109.974,200853,33,9103143
6wmKvtSmyTqHNo44OBXVN1,Melanie Martinez,VOID,Atlantic Records,A,Major,4 beats,0.715,0.656,0.0421,0.178,0.0378,0.186,0.415,-7.257,99.996,247875,2,19914104
6wo37KVqFJhtuxPTpLCcfe,"The Chainsmokers, ILLENIUM, Lennon Stella",Takeaway,Disruptor Records/Columbia,D#/Eb,Major,1,0.294,0.505,0.042,0.12,0.0,0.0977,0.357,-8.106,85.332,209893,15,162796349
6woeVu3fVMflqen1t4N6pg,"Lil Nas X, RM, BTS",Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Columbia,C#/Db,Major,4 beats,0.89,0.513,0.154,0.0706,0.0,0.102,0.61,-5.996,136.02,114133,1,9920697
6wos8Ds5FKMe33GjBHRake,Sebastian Yatra,No Hay Nadie Más,UMLE - Latino,F#/Gb,Major,4 beats,0.684,0.378,0.0381,0.845,0.0,0.0969,0.771,-9.14,105.015,197680,1,3812830
6wqWfSOZvTK18SAczoYm1L,"Lil Wayne, Ashanti, Mack Maine",Start This Shit Off Right (feat. Ashanti & Mack Maine),"Young Money Records, Inc.",C,Major,4 beats,0.865,0.568,0.24,0.0206,0.0,0.186,0.882,-5.112,90.986,280309,1,5133296
6ws54n2IzyrIxxyzlG2bVJ,Lil Baby,Right On,Quality Control Music/Motown Records,D,Major,4 beats,0.535,0.618,0.382,0.0245,0.0,0.103,0.211,-5.668,165.991,213976,1,6931213
6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,Cactus Jack/Epic,F,Minor,4 beats,0.927,0.619,0.0539,0.0186,0.0,0.104,0.817,-4.441,117.995,211582,33,421545020
6wtZPYBIXUvCpXwVjMCJBf,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,Sony Music Entertainment Chile S.A,C#/Db,Major,4 beats,0.909,0.824,0.0797,0.0777,0.00387,0.0638,0.585,-4.627,109.97,322347,15,133879193
6wvlEKW2qxucJSBXYpMV2P,The 1975,TOOTIMETOOTIMETOOTIME,Polydor Records,G#/Ab,Major,4 beats,0.662,0.827,0.0624,0.166,0.0165,0.086,0.477,-5.891,115.014,208742,1,4262643
6wyhUr4Xw8z5uSy0AhoZfU,"Future, Drake",I'M ON ONE (feat. Drake),Epic/Freebandz,B,Major,4 beats,0.773,0.707,0.0568,0.0103,1.04e-05,0.296,0.113,-5.71,76.977,236187,2,16860798
6wyr4ReB05D9sJB1Rsmcqo,"j-hope, Becky G",Chicken Noodle Soup (feat. Becky G),BIGHIT MUSIC,D,Major,4 beats,0.826,0.817,0.0921,0.00502,1.09e-05,0.294,0.168,-4.081,97.053,235497,1,5933462
6x9pCndnXEoea0CMcfjs9W,"21 Savage, Doja Cat",n.h.i.e.,"Slaughter Gang, LLC/Epic Records",F,Minor,4 beats,0.818,0.512,0.0926,0.093,0.0441,0.11,0.155,-9.056,131.967,143719,3,40076930
6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,88rising Music/Warner Records,G#/Ab,Major,3 beats,0.44,0.317,0.0531,0.891,4.78e-06,0.141,0.268,-9.258,169.914,233456,21,555347680
6xRWoYwfwIKnT8bQGzKbxR,Kanye West,God Is,Getting Out Our Dreams II / Def Jam Recordings,C#/Db,Major,4 beats,0.656,0.637,0.0256,0.34,0.0,0.187,0.267,-3.867,105.037,203141,1,12735722
6xTU6B6nFwKKTSZ9ySXS80,"Kygo, Miguel",Remind Me to Forget,Kygo,C,Major,4 beats,0.689,0.505,0.0933,0.158,0.0,0.138,0.312,-6.389,99.017,217293,28,216618108
6xZ4Q2k2ompmDppyeESIY8,Twenty One Pilots,Level of Concern,Fueled By Ramen,E,Minor,4 beats,0.754,0.583,0.0432,0.32,0.00015,0.144,0.77,-7.34,122.012,220051,9,65348619
6xcJyGpfZbuuiequtnlKt4,Travis Scott,BUTTERFLY EFFECT,Cactus Jack / Epic,B,Major,4 beats,0.764,0.628,0.0503,0.053,0.0,0.114,0.196,-5.851,140.963,190557,72,109160313
6xdLJrVj4vIXwhuG8TMopk,Queen,Crazy Little Thing Called Love - Remastered 2011,EMI,C,Major,4 beats,0.599,0.761,0.0421,0.713,4.74e-06,0.349,0.712,-6.887,77.015,163373,3,13306774
6xtcFXSo8H9BZN637BMVKS,Rita Ora,Let You Love Me,Atlantic Records UK,A#/Bb,Major,4 beats,0.531,0.854,0.198,0.288,0.0,0.0773,0.456,-3.149,94.419,190000,9,95757030
6xwI9R3ZHT9nWtSYvffYQm,RIN,Vintage,GOLD LEAGUE/DIVISION,C,Minor,4 beats,0.821,0.767,0.275,0.105,0.00434,0.117,0.698,-4.934,159.959,167217,1,4947824
6xy6jNeNTYwjnKTDzMyHw2,The Cranberries,Zombie,Island Records,G,Major,4 beats,0.309,0.649,0.035,0.0158,0.00595,0.367,0.313,-8.994,166.915,306440,1,4861271
6y2Kaz9QI01XBKJ8mTb7Pf,Rag'n'Bone Man,Skin,Best Laid Plans/Columbia,C,Major,4 beats,0.564,0.745,0.31,0.265,0.0,0.147,0.351,-7.733,170.661,239627,16,65956974
6y4pOReFqH2wzo4CV91cZC,Lil Wayne,Mess,"Young Money Records, Inc.",A,Major,4 beats,0.641,0.579,0.0896,0.479,9.58e-05,0.214,0.421,-8.276,145.995,212428,1,5543367
6y6xhAgZjvxy5kR5rigpY3,"Alesso, Marshmello, James Bay",Chasing Stars (feat. James Bay),10:22 pm/Astralwerks,A#/Bb,Major,4 beats,0.594,0.64,0.033,0.0169,0.0,0.135,0.492,-6.865,92.871,170457,1,5062566
6y8z28epOv5FlaxDv1Lo5B,Ryan Castro,Jordan,King Records,A#/Bb,Minor,4 beats,0.796,0.68,0.37,0.0575,0.000683,0.103,0.71,-5.555,179.923,176143,22,49051986
6yVkakCN460KOVol9ZazjH,Anuel AA,Reggaetonera,"2020 Real Hasta La Muerte, LLC",F#/Gb,Major,4 beats,0.694,0.796,0.0565,0.48,0.000384,0.108,0.515,-4.164,93.064,212312,11,58014315
6ya8ejoKgw906Y8LWclqrp,"Nipsey Hussle, Roddy Ricch, Hit-Boy",Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Atlantic Records,F,Minor,4 beats,0.671,0.833,0.395,0.0825,0.0,0.0726,0.702,-5.152,79.351,233278,4,24895225
6yeZM8gyykjaf8w0GqRfK4,Nina Chuba,Wildberry Lillet,Jive,F#/Gb,Minor,4 beats,0.89,0.521,0.169,0.078,0.0,0.0958,0.646,-7.048,139.981,131893,2,12066537
6yf3MxEOScNBTYCHOAIiNQ,"Jax Jones, Demi Lovato, Stefflon Don",Instruction (feat. Demi Lovato & Stefflon Don),Polydor Records,A,Minor,4 beats,0.767,0.929,0.185,0.102,0.0,0.0921,0.923,-3.08,121.087,165467,1,3262755
6ylDpki1VpIsc525KC1ojF,Sebastian Yatra,Tacones Rojos,UMLE - Latino,B,Minor,4 beats,0.746,0.844,0.0359,0.062,0.0,0.149,0.934,-3.499,123.014,189333,32,171115738
6yr8GiTHWvFfi4o6Q5ebdT,"Eminem, Nate Dogg",Till I Collapse,Aftermath,C#/Db,Major,4 beats,0.551,0.851,0.197,0.0748,0.0,0.0784,0.1,-3.277,171.411,297893,26,88074497
6yz0Jndhv0QjKdpcEMbOjz,Trippie Redd,Shake It Up,"TenThousand Projects, LLC",A#/Bb,Minor,4 beats,0.776,0.608,0.104,0.128,0.0,0.0932,0.402,-6.478,156.025,116681,1,4232996
6yzNzQxqsIY3zRsTwzLI3v,"Bing Crosby, The Andrews Sisters",Mele Kalikimaka - New mono-to-stereo mix,Good Music,A#/Bb,Major,4 beats,0.486,0.29,0.0709,0.461,0.0,0.239,0.493,-8.476,202.575,176096,3,23084832
6zEgnpM0qYmHLDnh8WPejL,J Balvin,Amarillo,UMLE - Latino,C#/Db,Minor,5 beats,0.641,0.857,0.301,0.013,0.00534,0.0695,0.961,-5.725,122.728,157733,20,159685682
6zFMeegAMYQo0mt8rXtrli,Lil Nas X,HOLIDAY,Columbia,F,Minor,4 beats,0.81,0.511,0.164,0.12,0.0,0.0832,0.837,-6.924,151.947,154998,26,251782938
6zGPytJiZmFuyVq7RTNO9G,"Justin Bieber, Kehlani",Get Me,RBMG/Def Jam,F#/Gb,Minor,5 beats,0.824,0.503,0.156,0.05,5.25e-05,0.107,0.784,-6.94,109.397,185419,2,16449856
6zJejIfVYLgjud3lTk4DLB,Rosa Linn,SNAP,Columbia,C,Major,4 beats,0.565,0.636,0.0638,0.107,9.9e-06,0.447,0.525,-8.198,170.01,179551,58,704792559
6zLdXcmvIxnAXpz9sXFnIE,"Thomas Rhett, Maren Morris",Craving You,The Valory Music Co.,A,Minor,4 beats,0.612,0.841,0.0353,0.000907,0.0,0.37,0.499,-3.795,104.986,227373,4,12337911
6zOhgKfbMiQWToE6K13s2s,"Logic, Marshmello",Everyday,Def Jam Recordings,C#/Db,Major,4 beats,0.668,0.756,0.0382,0.0346,0.0,0.0793,0.474,-3.904,149.908,204827,1,11350020
6zSpb8dQRaw0M1dK8PBwQz,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,C#/Db,Major,4 beats,0.796,0.798,0.0317,0.034,4.19e-05,0.0952,0.942,-6.312,116.032,202735,10,159129877
6zeeWid2sgw4lap2jV61PZ,Khalid,Better,"Right Hand Music Group, LLC/RCA Records",C,Minor,4 beats,0.596,0.552,0.097,0.0765,0.334,0.104,0.112,-10.278,97.949,229320,64,498584862
6zegtH6XXd2PDPLvy1Y0n2,"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Silver Cloud/Charlie's Angels,C#/Db,Major,4 beats,0.644,0.755,0.0448,0.00237,7.64e-06,0.0859,0.334,-5.325,102.861,190067,11,22111346
6zpXc7WJ3TqYWb02B6sKyF,"Big Sean, The Flint Chozen Choir, Starrah",Bigger Than Me,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,A#/Bb,Minor,5 beats,0.366,0.639,0.101,0.269,0.0,0.29,0.168,-7.98,83.339,292520,1,2922341
6zrJLhslleCHby0wbUnvVy,Dua Lipa,Future Nostalgia,Warner Records,G,Major,4 beats,0.875,0.813,0.0579,0.00618,0.0,0.321,0.859,-4.502,114.993,184882,1,8091754
6ztvsy3C6hPjVg9j4x1XKJ,"Roddy Ricch, A Boogie Wit da Hoodie",Tip Toe (feat. A Boogie Wit da Hoodie),Atlantic Records,C#/Db,Major,3 beats,0.757,0.673,0.141,0.095,0.0,0.338,0.574,-8.513,92.958,185806,3,10758073
6zzdyvVWjGrQBraSvuqJPY,The Weeknd,Starry Eyes,XO / Republic Records,A,Minor,4 beats,0.309,0.418,0.031,0.465,7.58e-05,0.295,0.146,-8.622,134.23,148000,1,12612116
703iVQrfbQsXt7Uzgy1h8k,Sebastian Yatra,Cristina,UMLE - Latino,F,Major,3 beats,0.411,0.508,0.0557,0.29,0.0,0.123,0.668,-4.342,81.96,201627,6,15199094
704LUEih663hiE3CnyUrFW,KAROL G,SEJODIOTO,UMLE - Latino,C#/Db,Major,4 beats,0.822,0.736,0.15,0.157,0.000781,0.0748,0.679,-3.969,175.93,181107,9,57942533
709F3MwiVvLD0LQXeKs5Cz,ZAYN,Vibez,RCA Records Label,G,Major,4 beats,0.635,0.659,0.116,0.242,0.0285,0.105,0.34,-7.499,96.855,163127,1,7636528
70AYiGbc4mWZGEqiipBBDb,ROSALÍA,CANDY,Columbia,E,Minor,4 beats,0.638,0.49,0.226,0.885,0.0116,0.156,0.403,-5.726,179.905,193480,2,16923259
70LLyzO7jT6DsQvCwwHDch,Maria Becerra,Mi Debilidad,300 Entertainment,G,Major,4 beats,0.74,0.649,0.0601,0.172,0.000237,0.111,0.645,-4.297,94.02,165957,2,9942846
70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,G,Major,4 beats,0.515,0.43,0.0372,0.0097,0.000133,0.129,0.104,-9.935,91.844,238640,33,276629593
70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,F,Minor,4 beats,0.64,0.647,0.186,0.124,0.0,0.0801,0.546,-8.114,92.979,197867,71,807478795
70khXICDeTTxgYtw3EysKH,Ariana Grande,sweetener,Republic Records,E,Major,4 beats,0.721,0.459,0.032,0.248,0.0,0.212,0.46,-6.408,119.914,208493,5,33345802
70lnL3QaSOIIyMa2X9aVRL,"Shakira, Nicky Jam",Perro Fiel (feat. Nicky Jam),Sony Music Latin,C#/Db,Major,4 beats,0.75,0.76,0.198,0.187,0.0,0.0548,0.893,-4.836,183.817,195213,22,150957974
70pwY1UfPmSVE3ybPjFy0p,Future,Worst Day,Epic,C#/Db,Major,4 beats,0.646,0.597,0.401,0.11,0.0,0.0958,0.6,-6.045,88.506,184893,1,5557686
70rFIfYN7lU6iTgUIVP42w,"mgk, blackbear",my ex's best friend (with blackbear),Bad Boy/Interscope Records,F,Minor,4 beats,0.728,0.685,0.0433,0.00391,0.0,0.152,0.33,-5.096,124.934,138970,7,52966695
70sKIAQgaVN2zWEEyOpyMZ,"BTS, Juice WRLD",All Night (BTS World Original Soundtrack) (Pt. 3),BIGHIT MUSIC,F,Major,4 beats,0.725,0.706,0.121,0.193,0.0,0.109,0.667,-4.766,120.042,216874,1,4788723
70t7Q6AYG6ZgTYmJWcnkUM,IVE,I AM,Starship Entertainment,E,Minor,4 beats,0.683,0.875,0.0549,0.0115,0.0,0.084,0.384,-4.866,122.002,183853,6,59189068
7129iqBafaphfc3WPCGC0L,Lukas Graham,7 Years,Warner Records,A#/Bb,Major,4 beats,0.742,0.479,0.0551,0.29,0.0,0.391,0.346,-5.83,119.951,237300,22,80408196
719aY5gAzJbx2PHjyalZQu,"Zuna, Loredana, SRNO",Du bist mein,KMN Gang,C#/Db,Major,4 beats,0.761,0.556,0.364,0.138,0.000175,0.0976,0.521,-6.943,187.81,160357,1,5878493
71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,G,Major,4 beats,0.629,0.413,0.055,0.345,7.62e-05,0.0603,0.306,-13.178,77.983,180381,9,130793473
71FrGl0XcpL3VId65tB5mg,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,A#/Bb,Major,4 beats,0.582,0.937,0.0858,0.449,0.0,0.684,0.939,-2.118,168.096,166838,1,5177796
71R8HJxQk5qMiRstrlXN9t,"Rauw Alejandro, Mr. Naisgai",2/Catorce,Sony Music Latin/Duars Entertainment,D#/Eb,Major,4 beats,0.54,0.455,0.224,0.675,1.08e-05,0.12,0.432,-5.988,83.876,212032,7,85123914
71SEHJPt1iDwGkBhUOAXDP,Drake,Survival,Cash Money/Drake LP6,A,Minor,4 beats,0.685,0.593,0.284,0.134,0.0,0.123,0.144,-9.083,84.763,136187,3,40036969
71bBFbfn2OBK5QwUJSLS44,Axwell /\ Ingrosso,More Than You Know,EMI,F,Minor,4 beats,0.642,0.733,0.0343,0.0274,0.0,0.266,0.519,-5.001,123.075,203000,59,154789607
71d7LaAgPcNcUopu3OzmP7,"Pop Smoke, Rowdy Rebel",Make It Rain (feat. Rowdy Rebel),Victor Victor Worldwide,C#/Db,Major,4 beats,0.5,0.767,0.403,0.162,9.79e-05,0.385,0.58,-4.105,159.477,202443,3,12997064
71l8BEtJPXXlWbV6hhTHWK,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,Aftermath Entertainment/Atlantic,F,Major,4 beats,0.708,0.598,0.0291,0.037,0.0,0.17,0.698,-8.365,112.027,203123,5,8048639
71pEiUWwfDFiRO6RmFpnBf,"J Balvin, Bad Bunny",MOJAITA,Universal Music Latino / Rimas,C,Major,4 beats,0.45,0.842,0.102,0.0171,0.0,0.377,0.885,-3.602,172.069,187333,2,12284495
71qB68guEJjbvtjlkZ8DF5,"Kygo, X Ambassadors",Undeniable (feat. X Ambassadors),Kygo/RCA Records,F#/Gb,Major,4 beats,0.684,0.506,0.0338,0.159,0.0,0.26,0.352,-6.743,108.036,180596,1,5626846
71wFwRo8xGc4lrcyKwsvba,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,D,Major,4 beats,0.608,0.626,0.301,0.597,2.16e-06,0.25,0.246,-4.773,176.086,250534,71,143583353
728zbo72kOoYdGR3AhNsyF,The xx,Say Something Loving,Young,C,Minor,4 beats,0.627,0.721,0.0304,0.296,6.41e-05,0.231,0.383,-7.782,130.08,238373,1,3923573
72TyiiduRmczEbDIEtKQdR,The Weeknd,Wasted Times,Universal Republic Records,A#/Bb,Minor,4 beats,0.562,0.674,0.0851,0.622,2.04e-05,0.111,0.293,-6.049,122.699,220293,5,57740424
72dummgz1gSqm8faekYYQh,Kanye West,Jesus Lord pt 2,Rock The World/IDJ/Kanye LP7,G#/Ab,Major,5 beats,0.524,0.726,0.0941,0.0705,0.0192,0.0877,0.146,-6.628,107.4,690732,1,5958383
72g37RoelSnovZakG5MwnF,"Mari Fernandez, Marcynho Sensação",Parada Louca,Sony Music Entertainment,G,Major,4 beats,0.693,0.936,0.0524,0.302,0.0,0.339,0.835,-1.322,166.034,179032,4,23358768
